措惑楷岿,夸老,档馒矫埃,免惯 矫焙备 内靛,档馒 矫焙备 内靛,己喊,唱捞,捞悼蜡屈,乞闭 捞悼 矫埃(盒),捞悼牢备(钦)
202003,老,04,11010,11010,F,40,HE,10,6.78
202003,老,04,11010,11010,F,45,WH,10,13.11
202003,老,04,11010,11010,F,45,WE,20,3.33
202003,老,04,11010,11010,F,45,WW,10,6.05
202003,老,04,11010,11010,F,45,HE,20,6.6
202003,老,04,11010,11010,F,45,HH,10,9.85
202003,老,04,11010,11010,F,45,EH,10,23.18
202003,老,04,11010,11010,F,45,EE,10,13.28
202003,老,04,11010,11010,F,50,WE,10,3.13
202003,老,04,11010,11010,F,50,EH,30,12.42
202003,老,04,11010,11010,F,50,EE,160,3.13
202003,老,04,11010,11010,F,50,HE,20,12.56
202003,老,04,11010,11010,F,50,WW,10,6.27
202003,老,04,11010,11010,F,50,WH,10,24.66
202003,老,04,11010,11010,F,55,EE,20,13.03
202003,老,04,11010,11010,F,55,HE,10,3.21
202003,老,04,11010,11010,F,55,WH,10,3.17
202003,老,04,11010,11010,F,55,EH,20,12.88
202003,老,04,11010,11010,F,55,EW,10,3.26
202003,老,04,11010,11010,F,55,WE,10,6.54
202003,老,04,11010,11010,F,60,HW,10,7.51
202003,老,04,11010,11010,F,60,HE,10,3.72
202003,老,04,11010,11010,F,60,EE,20,7.58
202003,老,04,11010,11010,F,60,EH,10,3.71
202003,老,04,11010,11010,F,60,WH,20,22.58
202003,老,04,11010,11010,F,60,HH,20,3.76
202003,老,04,11010,11010,F,60,WW,20,7.66
202003,老,04,11010,11010,F,65,WH,10,23.08
202003,老,04,11010,11010,F,65,HW,10,4.59
202003,老,04,11010,11010,F,65,EE,10,9.42
202003,老,04,11010,11010,F,65,WW,10,4.59
202003,老,04,11010,11010,F,65,HH,10,4.54
202003,老,04,11010,11010,F,70,HH,10,5.6
202003,老,04,11010,11010,F,70,WE,10,11.31
202003,老,04,11010,11010,F,70,WH,10,5.62
202003,老,04,11010,11010,F,70,EE,10,5.73
202003,老,04,11010,11010,F,70,HW,10,5.6
202003,老,04,11010,11010,F,70,HE,20,5.58
202003,老,04,11010,11010,F,80,EH,10,19.24
202003,老,04,11010,11010,M,15,EH,10,31.24
202003,老,04,11010,11010,M,15,EW,10,4.51
202003,老,04,11010,11010,M,15,HE,10,17.63
202003,老,04,11010,11010,M,15,WH,10,13.44
202003,老,04,11010,11010,M,15,HW,20,4.45
202003,老,04,11010,11010,M,15,EE,10,42.3
202003,老,04,11010,11010,M,15,HH,10,17.7
202003,老,04,11010,11010,M,20,HW,10,14.05
202003,老,04,11010,11010,M,20,EH,20,71
202003,老,04,11010,11010,M,20,WH,10,56.12
202003,老,04,11010,11010,M,20,HE,20,22.78
202003,老,04,11010,11010,M,20,HH,10,15.9
202003,老,04,11010,11010,M,20,WE,10,8.03
202003,老,04,11010,11010,M,20,EW,10,5.25
202003,老,04,11010,11010,M,20,WW,10,13.56
202003,老,04,11010,11010,M,20,EE,10,100.16
202003,老,04,11010,11010,M,25,WE,10,11.41
202003,老,04,11010,11010,M,25,EE,10,161.54
202003,老,04,11010,11010,M,25,HW,20,6.66
202003,老,04,11010,11010,M,25,HH,10,13.45
202003,老,04,11010,11010,M,25,EH,10,65.19
202003,老,04,11010,11010,M,25,WW,20,15.89
202003,老,04,11010,11010,M,25,HE,20,8.96
202003,老,04,11010,11010,M,25,WH,10,35.26
202003,老,04,11010,11010,M,25,EW,20,4.56
202003,老,04,11010,11010,M,30,EW,10,7.13
202003,老,04,11010,11010,M,30,WH,10,23.38
202003,老,04,11010,11010,M,30,WW,10,16.69
202003,老,04,11010,11010,M,30,EH,30,28.02
202003,老,04,11010,11010,M,30,WE,10,11.9
202003,老,04,11010,11010,M,30,EE,10,73.51
202003,老,04,11010,11010,M,30,HH,20,11.63
202003,老,04,11010,11010,M,35,EH,10,29.76
202003,老,04,11010,11010,M,35,WH,10,13.44
202003,老,04,11010,11010,M,35,EE,10,27.28
202003,老,04,11010,11010,M,35,EW,10,*
202003,老,04,11010,11010,M,35,WW,10,8.23
202003,老,04,11010,11010,M,35,HH,10,10.75
202003,老,04,11010,11010,M,35,WE,10,5.44
202003,老,04,11010,11010,M,35,HE,50,5.4
202003,老,04,11010,11010,M,35,HW,10,*
202003,老,04,11010,11010,M,40,WE,10,18
202003,老,04,11010,11010,M,40,EW,30,9.01
202003,老,04,11010,11010,M,40,HH,20,11.82
202003,老,04,11010,11010,M,40,WH,10,23.76
202003,老,04,11010,11010,M,40,WW,10,15.07
202003,老,04,11010,11010,M,40,EE,20,57.09
202003,老,04,11010,11010,M,40,HE,10,*
202003,老,04,11010,11010,M,40,EH,20,5.89
202003,老,04,11010,11010,M,45,EW,20,3.18
202003,老,04,11010,11010,M,45,HH,10,6.33
202003,老,04,11010,11010,M,45,WW,20,22.26
202003,老,04,11010,11010,M,45,WE,10,6.36
202003,老,04,11010,11010,M,45,WH,10,31.45
202003,老,04,11010,11010,M,45,HW,20,3.1
202003,老,04,11010,11010,M,45,EH,20,28.28
202003,老,04,11010,11010,M,45,EE,20,34.93
202003,老,04,11010,11010,M,45,HE,20,12.51
202003,老,04,11010,11010,M,50,WH,10,12.96
202003,老,04,11010,11010,M,50,WE,10,3.3
202003,老,04,11010,11010,M,50,EE,10,52.27
202003,老,04,11010,11010,M,50,EH,10,13.12
202003,老,04,11010,11010,M,50,WW,10,16.5
202003,老,04,11010,11010,M,50,HH,20,3.33
202003,老,04,11010,11010,M,50,EW,10,3.3
202003,老,04,11010,11010,M,55,HH,10,3.28
202003,老,04,11010,11010,M,55,EH,40,22.79
202003,老,04,11010,11010,M,55,EE,10,13.07
202003,老,04,11010,11010,M,55,HE,10,16.19
202003,老,04,11010,11010,M,55,HW,10,6.52
202003,老,04,11010,11010,M,55,WE,10,23.05
202003,老,04,11010,11010,M,55,WH,10,39.17
202003,老,04,11010,11010,M,55,WW,10,13.15
202003,老,04,11010,11010,M,55,EW,10,6.59
202003,老,04,11010,11010,M,60,WE,10,10.48
202003,老,04,11010,11010,M,60,HH,20,10.44
202003,老,04,11010,11010,M,60,WH,20,60.49
202003,老,04,11010,11010,M,60,WW,10,7.05
202003,老,04,11010,11010,M,60,EH,10,31.26
202003,老,04,11010,11010,M,60,EE,20,7.04
202003,老,04,11010,11010,M,60,HW,10,3.45
202003,老,04,11010,11010,M,65,HW,10,10.17
202003,老,04,11010,11010,M,65,EH,10,12.04
202003,老,04,11010,11010,M,65,EE,10,4.06
202003,老,04,11010,11010,M,65,WE,10,8.16
202003,老,04,11010,11010,M,65,HE,20,16.02
202003,老,04,11010,11010,M,70,WH,20,4.57
202003,老,04,11010,11010,M,70,HW,10,4.55
202003,老,04,11010,11010,M,75,HE,10,5.85
202003,老,04,11010,11010,M,75,WW,10,5.99
202003,老,04,11010,11010,M,75,HH,10,5.87
202003,老,04,11010,11010,M,75,WH,10,11.79
202003,老,04,11010,11010,M,75,EE,10,5.99
202003,老,04,11010,11010,M,80,EE,10,18.82
202003,老,04,11010,11010,M,80,HE,10,9.44
202003,老,04,11010,11020,F,15,EH,10,7.9
202003,老,04,11010,11020,F,20,WE,10,*
202003,老,04,11010,11020,F,20,WH,10,10.24
202003,老,04,11010,11020,F,20,EE,20,6.6
202003,老,04,11010,11020,F,20,WW,10,*
202003,老,04,11010,11020,F,20,EH,10,4.39
202003,老,04,11010,11020,F,20,HW,20,*
202003,老,04,11010,11020,F,20,EW,30,4.35
202003,老,04,11010,11020,F,25,EH,20,*
202003,老,04,11010,11020,F,25,WH,10,8.04
202003,老,04,11010,11020,F,25,WE,10,4.12
202003,老,04,11010,11020,F,25,EE,10,6.17
202003,老,04,11010,11020,F,30,WE,10,4.77
202003,老,04,11010,11020,F,30,EE,50,9.63
202003,老,04,11010,11020,F,30,EH,10,*
202003,老,04,11010,11020,F,35,WE,10,3.04
202003,老,04,11010,11020,F,35,WW,10,6.06
202003,老,04,11010,11020,F,35,EW,20,3.04
202003,老,04,11010,11020,F,35,WH,20,3.01
202003,老,04,11010,11020,F,40,EH,20,3.43
202003,老,04,11010,11020,F,40,WH,10,3.44
202003,老,04,11010,11020,F,45,WH,10,9.29
202003,老,04,11010,11020,F,45,HE,10,3.32
202003,老,04,11010,11020,F,45,EW,10,3.31
202003,老,04,11010,11020,F,50,WH,20,18.01
202003,老,04,11010,11020,F,50,EE,10,6.27
202003,老,04,11010,11020,F,50,HE,20,3.11
202003,老,04,11010,11020,F,55,EH,10,3.18
202003,老,04,11010,11020,F,55,EE,10,3.27
202003,老,04,11010,11020,F,55,WE,20,3.28
202003,老,04,11010,11020,F,60,WH,30,7.44
202003,老,04,11010,11020,F,65,WW,10,4.68
202003,老,04,11010,11020,F,65,EE,20,4.67
202003,老,04,11010,11020,F,65,HW,10,9.25
202003,老,04,11010,11020,F,70,WH,10,5.39
202003,老,04,11010,11020,F,75,EE,10,8.9
202003,老,04,11010,11020,M,20,WH,30,6.05
202003,老,04,11010,11020,M,20,EH,10,16.11
202003,老,04,11010,11020,M,20,EE,10,18.73
202003,老,04,11010,11020,M,20,WE,10,*
202003,老,04,11010,11020,M,25,EE,10,27.32
202003,老,04,11010,11020,M,25,EW,10,*
202003,老,04,11010,11020,M,25,WE,20,4.56
202003,老,04,11010,11020,M,25,WH,10,11.01
202003,老,04,11010,11020,M,25,EH,20,20.24
202003,老,04,11010,11020,M,25,HW,100,*
202003,老,04,11010,11020,M,30,EH,30,11.71
202003,老,04,11010,11020,M,30,EE,20,17.59
202003,老,04,11010,11020,M,30,WH,10,9.38
202003,老,04,11010,11020,M,35,EH,30,*
202003,老,04,11010,11020,M,35,WH,10,16.92
202003,老,04,11010,11020,M,35,WE,10,*
202003,老,04,11010,11020,M,35,EE,10,13.55
202003,老,04,11010,11020,M,40,EH,10,*
202003,老,04,11010,11020,M,40,EW,20,*
202003,老,04,11010,11020,M,40,HE,10,*
202003,老,04,11010,11020,M,40,EE,20,8.93
202003,老,04,11010,11020,M,40,WE,10,3.01
202003,老,04,11010,11020,M,45,WW,10,3.17
202003,老,04,11010,11020,M,45,WH,10,3.15
202003,老,04,11010,11020,M,45,EE,20,9.54
202003,老,04,11010,11020,M,45,WE,10,6.3
202003,老,04,11010,11020,M,45,EH,10,6.22
202003,老,04,11010,11020,M,50,WH,20,3.21
202003,老,04,11010,11020,M,50,WE,10,3.2
202003,老,04,11010,11020,M,50,EE,40,13.13
202003,老,04,11010,11020,M,50,EW,10,3.28
202003,老,04,11010,11020,M,50,WW,10,9.9
202003,老,04,11010,11020,M,55,EW,20,3.31
202003,老,04,11010,11020,M,55,WW,10,3.3
202003,老,04,11010,11020,M,55,EE,10,6.54
202003,老,04,11010,11020,M,55,HE,10,3.26
202003,老,04,11010,11020,M,55,WH,10,6.46
202003,老,04,11010,11020,M,55,WE,30,3.31
202003,老,04,11010,11020,M,60,EW,10,3.54
202003,老,04,11010,11020,M,60,WH,10,24.25
202003,老,04,11010,11020,M,60,EH,10,3.39
202003,老,04,11010,11020,M,60,WE,10,3.53
202003,老,04,11010,11020,M,60,EE,10,7.06
202003,老,04,11010,11020,M,65,HW,10,6.05
202003,老,04,11010,11020,M,65,EW,20,12.15
202003,老,04,11010,11020,M,70,HE,20,4.57
202003,老,04,11010,11030,F,15,EH,10,4.07
202003,老,04,11010,11030,F,20,EE,20,4.34
202003,老,04,11010,11030,F,20,WH,10,4.38
202003,老,04,11010,11030,F,20,EH,10,*
202003,老,04,11010,11030,F,25,EH,10,*
202003,老,04,11010,11030,F,30,EW,20,6.05
202003,老,04,11010,11030,F,30,EH,10,13.16
202003,老,04,11010,11030,F,30,WH,40,*
202003,老,04,11010,11030,F,35,EE,10,3.04
202003,老,04,11010,11030,F,35,EH,10,3.05
202003,老,04,11010,11030,F,35,WH,10,9.07
202003,老,04,11010,11030,F,40,EH,20,3.45
202003,老,04,11010,11030,F,45,WH,20,3.3
202003,老,04,11010,11030,F,55,EH,10,3.25
202003,老,04,11010,11030,F,55,WH,10,3.23
202003,老,04,11010,11030,F,60,EE,10,3.81
202003,老,04,11010,11030,F,60,WH,10,11.43
202003,老,04,11010,11030,F,65,EW,10,4.71
202003,老,04,11010,11030,F,70,WH,110,5.72
202003,老,04,11010,11030,F,75,WH,10,26.64
202003,老,04,11010,11030,M,15,EE,10,4.53
202003,老,04,11010,11030,M,20,EW,20,5.3
202003,老,04,11010,11030,M,20,EH,10,5.35
202003,老,04,11010,11030,M,20,EE,20,5.41
202003,老,04,11010,11030,M,25,EE,30,9.04
202003,老,04,11010,11030,M,25,EH,10,9.11
202003,老,04,11010,11030,M,25,EW,20,*
202003,老,04,11010,11030,M,30,EH,20,16.56
202003,老,04,11010,11030,M,30,WH,20,*
202003,老,04,11010,11030,M,30,EE,10,11.8
202003,老,04,11010,11030,M,35,HW,30,*
202003,老,04,11010,11030,M,35,EH,20,5.4
202003,老,04,11010,11030,M,35,EE,20,5.42
202003,老,04,11010,11030,M,35,HE,10,*
202003,老,04,11010,11030,M,35,WH,10,5.4
202003,老,04,11010,11030,M,40,EE,10,3
202003,老,04,11010,11030,M,40,WE,10,6.05
202003,老,04,11010,11030,M,40,WH,10,6.05
202003,老,04,11010,11030,M,40,EH,20,6.03
202003,老,04,11010,11030,M,45,EW,10,6.35
202003,老,04,11010,11030,M,45,EH,20,12.43
202003,老,04,11010,11030,M,45,WH,10,6.38
202003,老,04,11010,11030,M,50,EH,80,3.31
202003,老,04,11010,11030,M,50,EE,40,6.58
202003,老,04,11010,11030,M,55,EH,10,3.26
202003,老,04,11010,11030,M,60,EW,10,3.53
202003,老,04,11010,11030,M,60,EE,20,3.54
202003,老,04,11010,11030,M,65,HE,10,4.01
202003,老,04,11010,11040,F,15,EH,10,4.08
202003,老,04,11010,11040,F,20,EE,20,4.43
202003,老,04,11010,11040,F,25,EH,20,10.26
202003,老,04,11010,11040,F,25,EE,10,4.08
202003,老,04,11010,11040,F,25,WH,10,*
202003,老,04,11010,11040,F,30,WH,10,*
202003,老,04,11010,11040,F,30,EH,30,10.85
202003,老,04,11010,11040,F,30,EE,20,4.62
202003,老,04,11010,11040,F,35,EH,10,3.04
202003,老,04,11010,11040,F,40,WW,130,3.45
202003,老,04,11010,11040,F,50,WH,10,3.14
202003,老,04,11010,11040,F,60,WH,10,19.1
202003,老,04,11010,11040,F,65,WH,10,4.61
202003,老,04,11010,11040,F,65,EE,10,4.67
202003,老,04,11010,11040,F,70,EH,70,5.64
202003,老,04,11010,11040,M,20,EH,20,10.77
202003,老,04,11010,11040,M,20,EE,20,*
202003,老,04,11010,11040,M,20,EW,20,*
202003,老,04,11010,11040,M,20,WH,30,*
202003,老,04,11010,11040,M,20,WW,30,*
202003,老,04,11010,11040,M,25,EH,20,20.4
202003,老,04,11010,11040,M,25,EE,20,4.55
202003,老,04,11010,11040,M,30,EH,10,4.72
202003,老,04,11010,11040,M,30,WH,20,*
202003,老,04,11010,11040,M,35,EH,20,8.12
202003,老,04,11010,11040,M,35,EW,10,*
202003,老,04,11010,11040,M,40,EW,10,3
202003,老,04,11010,11040,M,40,EH,10,12.01
202003,老,04,11010,11040,M,45,WH,10,3.18
202003,老,04,11010,11040,M,45,EE,10,3.19
202003,老,04,11010,11040,M,45,EW,70,3.17
202003,老,04,11010,11040,M,55,EW,10,3.29
202003,老,04,11010,11040,M,55,EH,10,3.3
202003,老,04,11010,11040,M,55,WH,10,3.29
202003,老,04,11010,11040,M,60,EH,50,7.06
202003,老,04,11010,11040,M,60,EW,10,3.52
202003,老,04,11010,11040,M,60,WH,10,3.55
202003,老,04,11010,11050,F,20,EH,20,*
202003,老,04,11010,11050,F,20,EE,20,*
202003,老,04,11010,11050,F,20,WH,30,4.4
202003,老,04,11010,11050,F,25,EE,50,*
202003,老,04,11010,11050,F,25,EH,20,12.28
202003,老,04,11010,11050,F,30,EH,20,*
202003,老,04,11010,11050,F,35,WE,10,3.03
202003,老,04,11010,11050,F,35,WH,20,3.03
202003,老,04,11010,11050,F,35,EH,10,3.03
202003,老,04,11010,11050,F,60,WE,10,3.83
202003,老,04,11010,11050,F,65,EH,10,4.57
202003,老,04,11010,11050,F,65,EE,10,4.57
202003,老,04,11010,11050,M,20,EE,20,8.09
202003,老,04,11010,11050,M,20,EH,20,5.34
202003,老,04,11010,11050,M,25,EE,10,4.54
202003,老,04,11010,11050,M,25,WE,20,*
202003,老,04,11010,11050,M,25,EH,20,9.06
202003,老,04,11010,11050,M,30,EH,20,14.18
202003,老,04,11010,11050,M,30,WW,20,*
202003,老,04,11010,11050,M,35,WH,30,*
202003,老,04,11010,11050,M,35,EH,20,10.89
202003,老,04,11010,11050,M,35,EE,50,*
202003,老,04,11010,11050,M,40,EH,20,3
202003,老,04,11010,11050,M,40,WH,10,3.01
202003,老,04,11010,11050,M,40,HW,20,*
202003,老,04,11010,11050,M,45,EH,20,3.18
202003,老,04,11010,11050,M,45,EE,90,3.18
202003,老,04,11010,11050,M,50,EE,20,3.3
202003,老,04,11010,11050,M,55,WE,10,3.3
202003,老,04,11010,11050,M,55,EE,160,3.29
202003,老,04,11010,11050,M,60,WH,20,3.48
202003,老,04,11010,11060,F,15,EE,30,4.11
202003,老,04,11010,11060,F,15,EW,20,4.08
202003,老,04,11010,11060,F,20,EE,20,4.38
202003,老,04,11010,11060,F,20,EH,20,*
202003,老,04,11010,11060,F,20,EW,20,4.4
202003,老,04,11010,11060,F,20,WH,60,15.38
202003,老,04,11010,11060,F,25,EE,20,4.12
202003,老,04,11010,11060,F,25,EH,30,*
202003,老,04,11010,11060,F,30,EE,80,*
202003,老,04,11010,11060,F,30,WE,30,*
202003,老,04,11010,11060,F,30,EH,10,10.83
202003,老,04,11010,11060,F,35,EE,10,3.03
202003,老,04,11010,11060,F,35,WH,20,6.07
202003,老,04,11010,11060,F,35,EH,20,3.05
202003,老,04,11010,11060,F,40,EH,10,6.9
202003,老,04,11010,11060,F,50,EH,10,3.12
202003,老,04,11010,11060,F,50,HW,20,3.03
202003,老,04,11010,11060,F,50,WH,10,3.12
202003,老,04,11010,11060,F,55,WH,30,6.56
202003,老,04,11010,11060,F,60,WH,10,7.61
202003,老,04,11010,11060,F,60,HW,10,12.1
202003,老,04,11010,11060,F,75,WH,10,17.64
202003,老,04,11010,11060,F,80,EH,10,19.41
202003,老,04,11010,11060,M,15,EH,10,6.05
202003,老,04,11010,11060,M,20,HW,10,*
202003,老,04,11010,11060,M,20,EH,10,25.61
202003,老,04,11010,11060,M,20,EE,10,*
202003,老,04,11010,11060,M,20,WH,10,8.73
202003,老,04,11010,11060,M,25,WH,90,6.82
202003,老,04,11010,11060,M,25,EH,20,25.01
202003,老,04,11010,11060,M,25,EE,10,11.39
202003,老,04,11010,11060,M,30,WE,20,*
202003,老,04,11010,11060,M,30,EW,10,*
202003,老,04,11010,11060,M,30,EH,20,23.73
202003,老,04,11010,11060,M,30,EE,20,6.05
202003,老,04,11010,11060,M,35,EW,10,*
202003,老,04,11010,11060,M,35,HE,20,*
202003,老,04,11010,11060,M,35,WH,120,5.42
202003,老,04,11010,11060,M,35,EH,10,13.6
202003,老,04,11010,11060,M,35,EE,20,*
202003,老,04,11010,11060,M,35,WE,10,*
202003,老,04,11010,11060,M,40,WH,10,8.99
202003,老,04,11010,11060,M,40,EH,40,9.05
202003,老,04,11010,11060,M,40,EE,10,3
202003,老,04,11010,11060,M,40,WE,10,3.04
202003,老,04,11010,11060,M,45,HE,10,3.17
202003,老,04,11010,11060,M,45,EE,30,12.63
202003,老,04,11010,11060,M,45,EH,10,3.12
202003,老,04,11010,11060,M,50,HW,10,3.28
202003,老,04,11010,11060,M,50,EH,10,3.32
202003,老,04,11010,11060,M,50,WE,20,3.3
202003,老,04,11010,11060,M,50,EE,20,16.49
202003,老,04,11010,11060,M,50,HE,10,6.48
202003,老,04,11010,11060,M,50,WH,10,16.53
202003,老,04,11010,11060,M,55,HE,10,3.28
202003,老,04,11010,11060,M,55,HW,10,6.56
202003,老,04,11010,11060,M,55,EE,30,3.27
202003,老,04,11010,11060,M,55,WE,70,3.28
202003,老,04,11010,11060,M,55,EW,50,6.58
202003,老,04,11010,11060,M,55,WH,10,3.3
202003,老,04,11010,11060,M,60,WE,20,3.52
202003,老,04,11010,11060,M,60,EH,10,3.47
202003,老,04,11010,11060,M,60,WH,10,7.04
202003,老,04,11010,11060,M,60,WW,20,3.53
202003,老,04,11010,11060,M,60,EE,150,3.53
202003,老,04,11010,11060,M,65,WW,10,4.08
202003,老,04,11010,11060,M,65,WE,10,8.16
202003,老,04,11010,11060,M,65,EE,50,4.15
202003,老,04,11010,11060,M,65,WH,10,4.06
202003,老,04,11010,11060,M,75,EH,10,5.96
202003,老,04,11010,11060,M,80,EE,10,19.04
202003,老,04,11010,11070,F,15,EH,20,4.08
202003,老,04,11010,11070,F,20,EH,10,*
202003,老,04,11010,11070,F,20,WH,20,*
202003,老,04,11010,11070,F,20,EE,40,4.37
202003,老,04,11010,11070,F,25,WH,20,8.27
202003,老,04,11010,11070,F,30,EH,20,4.81
202003,老,04,11010,11070,F,30,WE,20,*
202003,老,04,11010,11070,F,30,WH,10,*
202003,老,04,11010,11070,F,35,EE,30,3.05
202003,老,04,11010,11070,F,35,WE,10,3.06
202003,老,04,11010,11070,F,45,WH,20,6.68
202003,老,04,11010,11070,F,50,HH,10,3.07
202003,老,04,11010,11070,F,50,WH,10,3.07
202003,老,04,11010,11070,F,60,EH,100,3.84
202003,老,04,11010,11070,F,65,WH,10,9.4
202003,老,04,11010,11070,M,20,WH,30,*
202003,老,04,11010,11070,M,20,EH,20,8.12
202003,老,04,11010,11070,M,20,EE,30,5.42
202003,老,04,11010,11070,M,25,WE,30,*
202003,老,04,11010,11070,M,25,EE,40,13.61
202003,老,04,11010,11070,M,25,EW,20,4.56
202003,老,04,11010,11070,M,25,EH,30,18.24
202003,老,04,11010,11070,M,30,EH,20,4.76
202003,老,04,11010,11070,M,30,WH,20,*
202003,老,04,11010,11070,M,35,EE,10,8.16
202003,老,04,11010,11070,M,35,EH,10,8.17
202003,老,04,11010,11070,M,40,WH,20,9.06
202003,老,04,11010,11070,M,55,EH,10,3.29
202003,老,04,11010,11070,M,55,WW,50,6.6
202003,老,04,11010,11070,M,55,WH,20,3.29
202003,老,04,11010,11070,M,60,EW,20,3.53
202003,老,04,11010,11070,M,60,EE,90,3.53
202003,老,04,11010,11070,M,60,HE,10,3.46
202003,老,04,11010,11070,M,65,WH,10,8.18
202003,老,04,11010,11080,F,10,WE,10,6
202003,老,04,11010,11080,F,15,EW,10,4.08
202003,老,04,11010,11080,F,15,EH,40,8.17
202003,老,04,11010,11080,F,20,HE,40,*
202003,老,04,11010,11080,F,20,HH,20,4.35
202003,老,04,11010,11080,F,20,EH,20,15.41
202003,老,04,11010,11080,F,20,EE,20,15.27
202003,老,04,11010,11080,F,20,EW,40,4.4
202003,老,04,11010,11080,F,20,WH,20,33.98
202003,老,04,11010,11080,F,25,HE,20,4.04
202003,老,04,11010,11080,F,25,WH,30,*
202003,老,04,11010,11080,F,25,WE,30,*
202003,老,04,11010,11080,F,25,HW,30,*
202003,老,04,11010,11080,F,25,EH,20,26.68
202003,老,04,11010,11080,F,25,EE,10,4.07
202003,老,04,11010,11080,F,30,EH,20,4.78
202003,老,04,11010,11080,F,30,WH,40,*
202003,老,04,11010,11080,F,30,EW,10,*
202003,老,04,11010,11080,F,30,WW,10,*
202003,老,04,11010,11080,F,30,EE,10,8.46
202003,老,04,11010,11080,F,35,EW,10,8.97
202003,老,04,11010,11080,F,35,WE,10,*
202003,老,04,11010,11080,F,35,WH,10,3.08
202003,老,04,11010,11080,F,35,EE,180,*
202003,老,04,11010,11080,F,40,WH,10,17.03
202003,老,04,11010,11080,F,45,EE,10,3.33
202003,老,04,11010,11080,F,45,WE,20,3.24
202003,老,04,11010,11080,F,45,HH,10,3.3
202003,老,04,11010,11080,F,45,EH,10,6.66
202003,老,04,11010,11080,F,45,WH,20,3.31
202003,老,04,11010,11080,F,50,EH,10,6.22
202003,老,04,11010,11080,F,50,EW,20,3.13
202003,老,04,11010,11080,F,50,WH,10,12.48
202003,老,04,11010,11080,F,50,HW,10,3.07
202003,老,04,11010,11080,F,55,HW,20,3.23
202003,老,04,11010,11080,F,55,EH,20,3.25
202003,老,04,11010,11080,F,55,WH,20,6.54
202003,老,04,11010,11080,F,60,WE,30,3.83
202003,老,04,11010,11080,F,60,WH,10,7.62
202003,老,04,11010,11080,F,65,EH,10,4.61
202003,老,04,11010,11080,F,65,EW,10,4.69
202003,老,04,11010,11080,F,65,WW,10,9.38
202003,老,04,11010,11080,F,65,WH,20,4.54
202003,老,04,11010,11080,F,75,EW,30,17.72
202003,老,04,11010,11080,F,75,WW,20,8.86
202003,老,04,11010,11080,M,15,WH,10,4.5
202003,老,04,11010,11080,M,15,EH,30,9.04
202003,老,04,11010,11080,M,15,EE,20,4.41
202003,老,04,11010,11080,M,15,HE,20,4.45
202003,老,04,11010,11080,M,20,HE,20,*
202003,老,04,11010,11080,M,20,EH,20,46.46
202003,老,04,11010,11080,M,20,WH,10,8.07
202003,老,04,11010,11080,M,20,HH,10,*
202003,老,04,11010,11080,M,20,EE,10,10.77
202003,老,04,11010,11080,M,25,WW,20,6.77
202003,老,04,11010,11080,M,25,EE,20,18.23
202003,老,04,11010,11080,M,25,EH,20,67.14
202003,老,04,11010,11080,M,25,EW,10,4.56
202003,老,04,11010,11080,M,25,WE,10,*
202003,老,04,11010,11080,M,25,WH,20,31.62
